,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
671,085370,루트로닉,9990,-260,-2.54,,,4417.0,2.26,0,0.0
672,08537M,루트로닉3우C,14050,-200,-1.4,,,,,151,1.07
673,060240,룽투코리아,7340,250,3.53,67.0,109.55,2898.0,2.53,0,0.0
674,058470,리노공업,158200,-2600,-1.62,3485.0,45.39,19694.0,8.03,1200,0.76
675,039980,리노스,1235,25,2.07,,,1723.0,0.72,0,0.0
676,019570,리더스 기술투자,956,15,1.59,,,293.0,3.26,0,0.0
677,016100,리더스코스메틱,3810,15,0.4,,,1590.0,2.4,0,0.0
678,012700,리드코프,9250,-550,-5.61,1552.0,5.96,13926.0,0.66,150,1.62
679,302550,리메드,24900,400,1.63,832.0,29.93,4229.0,5.89,0,0.0
680,029480,릭스솔루션,695,51,7.92,,,365.0,1.9,0,0.0
681,277070,린드먼아시아,7500,100,1.35,313.0,23.96,3356.0,2.23,89,1.19
682,042500,링네트,7040,-40,-0.56,571.0,12.33,3814.0,1.85,0,0.0
683,219420,링크제니시스,8370,70,0.84,59.0,141.86,3029.0,2.76,0,0.0
684,027740,마니커,748,21,2.89,,,522.0,1.43,0,0.0
685,195500,마니커에프앤지,7090,50,0.71,301.0,23.55,3153.0,2.25,0,0.0
686,222810,마이더스AI,509,-3,-0.59,,,91.0,5.59,0,0.0
687,305090,마이크로디지탈,19250,-400,-2.04,,,2453.0,7.85,0,0.0
688,098120,마이크로컨텍솔,6040,-50,-0.82,106.0,56.98,3942.0,1.53,0,0.0
689,147760,마이크로프랜드,9260,230,2.55,,,3801.0,2.44,0,0.0
690,038290,마크로젠,34650,150,0.43,,,10686.0,3.24,0,0.0
691,204320,만도,65700,100,0.15,2360.0,27.84,32193.0,2.04,550,0.84
692,001080,만호제강,21050,350,1.69,420.0,50.12,55976.0,0.38,200,0.95
693,267980,매일유업,73600,200,0.27,8206.0,8.97,51460.0,1.43,800,1.09
694,005990,매일홀딩스,9530,170,1.82,1728.0,5.52,21233.0,0.45,140,1.47
695,127160,매직마이크로,282,0,0.0,,,898.0,0.31,0,0.0
696,093520,매커스,5760,-60,-1.03,368.0,15.65,3268.0,1.76,100,1.74
697,141070,맥스로텍,743,0,0.0,,,969.0,0.77,0,0.0
698,100590,머큐리,10400,100,0.97,158.0,65.82,4807.0,2.16,0,0.0
699,067280,멀티캠퍼스,34150,0,0.0,3162.0,10.8,18503.0,1.85,600,1.76
700,072870,메가스터디,12500,-150,-1.19,1069.0,11.69,22365.0,0.56,450,3.6
701,215200,메가스터디교육,60400,300,0.5,4035.0,14.97,20874.0,2.89,1100,1.82
702,133750,메가엠디,4275,50,1.18,19.0,225.0,2483.0,1.72,50,1.17
703,235980,메드팩토,88000,1300,1.5,,,3897.0,22.58,0,0.0
704,041920,메디아나,15500,150,0.98,786.0,19.72,6582.0,2.35,0,0.0
705,014100,메디앙스,6200,0,0.0,3302.0,1.88,6925.0,0.9,0,0.0
706,054180,메디콕스,1515,15,1.0,,,688.0,2.2,0,0.0
707,086900,메디톡스,188000,500,0.27,4292.0,43.8,39593.0,4.75,800,0.43
708,078160,메디포스트,35800,-550,-1.51,,,7145.0,5.01,0,0.0
709,065650,메디프론,3595,70,1.99,,,601.0,5.98,0,0.0
710,138040,메리츠금융지주,15900,-100,-0.63,2797.0,5.68,19600.0,0.81,550,3.46
711,008560,메리츠증권,4600,0,0.0,924.0,4.98,5695.0,0.81,200,4.35
712,000060,메리츠화재,18550,0,0.0,2693.0,6.89,21397.0,0.87,850,4.58
713,021880,메이슨캐피탈,748,0,0.0,,,313.0,2.39,0,0.0
714,140410,메지온,152000,0,0.0,,,4920.0,30.89,0,0.0
715,241770,메카로,11750,-50,-0.42,834.0,14.09,13986.0,0.84,160,1.36
716,090370,메타랩스,1275,35,2.82,,,1022.0,1.25,0,0.0
717,059210,메타바이오메드,2620,30,1.16,143.0,18.32,2232.0,1.17,10,0.38
718,327260,메탈라이프,27800,-950,-3.3,453.0,61.37,7414.0,3.75,0,0.0
719,058110,멕아이씨에스,14700,-650,-4.23,,,365.0,40.27,0,0.0
720,096640,멜파스,2380,280,13.33,,,1327.0,1.79,0,0.0
721,017180,명문제약,5320,20,0.38,,,2912.0,1.83,0,0.0
722,257370,명성티엔에스,9210,0,0.0,79.0,116.58,6005.0,1.53,0,0.0
723,009900,명신산업,26700,-150,-0.56,1419.0,18.82,2235.0,11.95,0,0.0
724,012690,모나리자,5310,-20,-0.38,66.0,80.45,1781.0,2.98,50,0.94
725,005360,모나미,6030,220,3.79,,,3873.0,1.56,70,1.16
726,080420,모다이노칩,3825,145,3.94,77.0,49.68,4320.0,0.89,0,0.0
727,080160,모두투어,20900,-200,-0.95,101.0,206.93,6567.0,3.18,120,0.57
728,100030,모바일리더,22250,1400,6.71,,,9486.0,2.35,0,0.0
729,087260,모바일어플라이언스,4760,35,0.74,,,942.0,5.05,0,0.0
730,101330,모베이스,5570,-60,-1.07,1942.0,2.87,11222.0,0.5,0,0.0
731,012860,모베이스전자,3145,-85,-2.63,,,4817.0,0.65,0,0.0
732,348030,모비릭스,23750,-150,-0.63,834.0,28.48,3362.0,7.06,0,0.0
733,250060,모비스,3000,-60,-1.96,,,804.0,3.73,0,0.0
734,033200,모아텍,9500,-100,-1.04,,,5170.0,1.84,0,0.0
735,009680,모토닉,12500,50,0.4,514.0,24.32,12362.0,1.01,300,2.4
736,118990,모트렉스,5900,30,0.51,,,3099.0,1.9,0,0.0
737,006920,모헨즈,5640,-90,-1.57,50.0,112.8,2067.0,2.73,0,0.0
738,009580,무림P&P,4775,-35,-0.73,162.0,29.48,9842.0,0.49,175,3.66
739,001810,무림SP,3790,5,0.13,61.0,62.13,9203.0,0.41,35,0.92
740,009200,무림페이퍼,2790,-35,-1.24,,,10529.0,0.26,50,1.79
741,033920,무학,7800,120,1.56,849.0,9.19,18067.0,0.43,0,0.0
742,008420,문배철강,4715,-25,-0.53,121.0,38.97,5430.0,0.87,50,1.06
743,279600,미디어젠,12850,1100,9.36,,,3891.0,3.3,0,0.0
744,028040,미래SCI,6,-11,-64.71,,,376.0,0.02,0,0.0
745,095500,미래나노텍,4590,210,4.79,44.0,104.32,6611.0,0.69,0,0.0
746,025560,미래산업,3335,-5,-0.15,,,3850.0,0.87,0,0.0
747,218150,미래생명자원,5000,-40,-0.79,58.0,86.21,1589.0,3.15,0,0.0
748,007120,미래아이앤지,545,5,0.93,109.0,5.0,537.0,1.01,0,0.0
749,353490,미래에셋대우스팩 5호,2110,-10,-0.47,,,,,0,0.0
750,328380,미래에셋대우스팩3호,2120,5,0.24,,,,,0,0.0
751,333430,미래에셋대우스팩4호,3440,60,1.78,,,,,0,0.0
752,100790,미래에셋벤처투자,10550,100,0.96,310.0,34.03,3345.0,3.15,185,1.75
753,085620,미래에셋생명,4040,0,0.0,682.0,5.92,11792.0,0.34,170,4.21
754,006800,미래에셋증권,10250,-150,-1.44,956.0,10.72,11236.0,0.91,260,2.54
755,00680K,미래에셋증권2우B,4780,45,0.95,,,,,286,5.98
756,006805,미래에셋증권우,6180,230,3.87,,,,,286,4.63
757,049950,미래컴퍼니,32700,-50,-0.15,1619.0,20.2,13519.0,2.42,220,0.67
758,213090,미래테크놀로지,8810,110,1.26,554.0,15.9,9297.0,0.95,120,1.36
759,207760,미스터블루,11050,1000,9.95,495.0,22.32,1750.0,6.31,25,0.23
760,002840,미원상사,224000,3000,1.36,6163.0,36.35,44134.0,5.08,654,0.29
761,268280,미원에스씨,184500,1500,0.82,7559.0,24.41,47326.0,3.9,1700,0.92
762,107590,미원홀딩스,137500,12500,10.0,6591.0,20.86,62937.0,2.18,400,0.29
763,134380,미원화학,85700,900,1.06,6719.0,12.75,46438.0,1.85,1000,1.17
764,003650,미창석유,78500,-2000,-2.48,11366.0,6.91,148274.0,0.53,2000,2.55
765,059090,미코,15100,-100,-0.66,259.0,58.3,2955.0,5.11,40,0.26
766,214610,미코바이오메드,11850,1450,13.94,,,79.0,150.0,0,0.0
767,201490,미투온,6960,-40,-0.57,356.0,19.55,2252.0,3.09,0,0.0
768,214180,민앤지,18400,100,0.55,1380.0,13.33,9384.0,1.96,230,1.25
769,206640,바디텍메드,22500,2050,10.02,507.0,44.38,3134.0,7.18,50,0.22
770,018700,바른손,3405,-55,-1.59,,,1661.0,2.05,0,0.0
771,035620,바른손이앤에이,1590,-40,-2.45,,,1079.0,1.47,0,0.0
772,064520,바른전자,1005,0,0.0,,,639.0,1.57,0,0.0
773,053030,바이넥스,24400,450,1.88,273.0,89.38,5056.0,4.83,0,0.0
774,301300,바이브컴퍼니,31600,-150,-0.47,,,3156.0,10.01,0,0.0
775,064550,바이오니아,18800,1250,7.12,,,1355.0,13.87,0,0.0
776,314930,바이오다인,58800,1900,3.34,,,1374.0,42.79,0,0.0
777,208710,바이오로그디바이스,3035,-15,-0.49,219.0,13.86,1944.0,1.56,0,0.0
778,142760,바이오리더스,5200,-50,-0.95,,,1210.0,4.3,0,0.0
779,086820,바이오솔루션,28350,150,0.53,,,5985.0,4.74,0,0.0
780,038460,바이오스마트,5920,240,4.23,1108.0,5.34,5269.0,1.12,63,1.06
781,086040,바이오톡스텍,11300,300,2.73,,,2070.0,5.46,0,0.0
782,032980,바이온,1415,0,0.0,,,630.0,2.25,0,0.0
783,043150,바텍,30450,150,0.5,2281.0,13.35,16730.0,1.82,100,0.33
784,323990,박셀바이오,104200,-2200,-2.07,,,697.0,149.5,0,0.0
785,003610,방림,2580,115,4.67,144.0,17.92,4475.0,0.58,40,1.55
786,267790,배럴,9140,100,1.11,883.0,10.35,5855.0,1.56,0,0.0
787,001340,백광산업,5380,-10,-0.19,373.0,14.42,3726.0,1.44,75,1.39
788,046310,백금T&A,3360,45,1.36,119.0,28.24,2650.0,1.27,50,1.49
789,035150,백산,10000,-350,-3.38,288.0,34.72,5853.0,1.71,100,1.0
790,066410,버킷스튜디오,2070,45,2.22,,,1334.0,1.55,0,0.0
791,002410,범양건영,4020,-95,-2.31,794.0,5.06,2819.0,1.43,0,0.0
792,206400,베노홀딩스,6840,140,2.09,130.0,52.62,2025.0,3.38,0,0.0
793,019010,베뉴지,2075,20,0.97,89.0,23.31,5349.0,0.39,30,1.45
794,177350,베셀,6000,-110,-1.8,,,1742.0,3.44,0,0.0
795,299910,베스파,26900,-550,-2.0,,,10465.0,2.57,0,0.0
796,007210,벽산,4265,0,0.0,,,3390.0,1.26,0,0.0
797,225530,보광산업,6950,30,0.43,175.0,39.71,1889.0,3.68,50,0.72
798,250000,보라티알,17200,900,5.52,503.0,34.19,8180.0,2.1,150,0.87
799,002760,보락,2290,35,1.55,11.0,208.18,734.0,3.12,5,0.22
800,003850,보령제약,21500,0,0.0,701.0,30.67,5858.0,3.67,100,0.47
801,006910,보성파워텍,3420,-5,-0.15,18.0,190.0,1743.0,1.96,0,0.0
802,000890,보해양조,1600,60,3.9,,,635.0,2.52,0,0.0
803,226340,본느,3390,85,2.57,168.0,20.18,1106.0,3.07,0,0.0
804,003000,부광약품,23200,700,3.11,,,4489.0,5.17,200,0.86
805,001270,부국증권,25000,150,0.6,3070.0,8.14,36295.0,0.69,1200,4.8
806,001275,부국증권우,21350,0,0.0,,,,,1250,5.85
807,026940,부국철강,4710,45,0.96,92.0,51.2,5627.0,0.84,75,1.59
808,014470,부방,3900,10,0.26,,,3040.0,1.28,20,0.51
809,015350,부산가스,57800,300,0.52,4892.0,11.82,60885.0,0.95,1000,1.73
810,011390,부산산업,133000,1000,0.76,3684.0,36.1,52812.0,2.52,250,0.19
811,005030,부산주공,648,-1,-0.15,,,709.0,0.91,0,0.0
812,008470,부스타,6930,-110,-1.56,416.0,16.66,8763.0,0.79,90,1.3
813,338220,뷰노,23100,-600,-2.53,,,610.0,37.87,0,0.0
814,100120,뷰웍스,36500,400,1.11,2457.0,14.86,16139.0,2.26,400,1.1
815,337930,브랜드엑스코퍼레이션,11900,250,2.15,537.0,22.16,852.0,13.97,0,0.0
816,064480,브리지텍,4775,-165,-3.34,,,2755.0,1.73,100,2.09
817,288330,브릿지바이오테라퓨틱스,14000,100,0.72,142.0,98.59,4021.0,3.48,0,0.0
818,251630,브이원텍,11000,300,2.8,442.0,24.89,5428.0,2.03,100,0.91
819,018290,브이티지엠피,8270,50,0.61,103.0,80.29,1577.0,5.24,0,0.0
820,263920,블러썸엠앤씨,4555,0,0.0,,,6606.0,0.69,0,0.0
821,033560,블루콤,6940,-50,-0.72,101.0,68.71,9221.0,0.75,0,0.0
822,126340,비나텍,41450,200,0.48,1027.0,40.36,4223.0,9.82,0,0.0
823,121800,비덴트,15000,400,2.74,,,7328.0,2.05,0,0.0
824,148140,비디아이,7120,-230,-3.13,,,2592.0,2.75,0,0.0
825,082800,비보존 헬스케어,1515,15,1.0,,,905.0,1.67,0,0.0
826,318410,비비씨,20700,450,2.22,1957.0,10.58,6483.0,3.19,0,0.0
827,002070,비비안,3840,-50,-1.29,,,6310.0,0.61,0,0.0
828,100220,비상교육,7130,-20,-0.28,921.0,7.74,16496.0,0.43,250,3.51
829,200780,비씨월드제약,17100,300,1.79,722.0,23.68,11025.0,1.55,100,0.58
830,141000,비아트론,11950,-50,-0.42,396.0,30.18,10954.0,1.09,0,0.0
831,090460,비에이치,17950,0,0.0,1926.0,9.32,8551.0,2.1,0,0.0
832,083650,비에이치아이,4175,-95,-2.22,,,2685.0,1.55,0,0.0
833,086670,비엠티,13700,950,7.45,661.0,20.73,8633.0,1.59,150,1.09
834,335890,비올,2285,55,2.47,,,,,0,0.0
835,138580,비즈니스온,23250,-50,-0.21,462.0,50.32,3905.0,5.95,285,1.23
836,082920,비츠로셀,14850,50,0.34,936.0,15.87,6567.0,2.26,100,0.67
837,054220,비츠로시스,5930,0,0.0,,,,,0,0.0
838,042370,비츠로테크,9970,-20,-0.2,746.0,13.36,6932.0,1.44,50,0.5
839,030790,비케이탑스,11600,50,0.43,,,6679.0,1.74,0,0.0
840,032850,비트컴퓨터,9820,10,0.1,431.0,22.78,2950.0,3.33,61,0.62
841,238200,비피도,12300,250,2.07,194.0,63.4,5671.0,2.17,0,0.0
842,093190,빅솔론,5440,250,4.82,565.0,9.63,7613.0,0.71,190,3.49
843,065450,빅텍,7950,470,6.28,77.0,103.25,1520.0,5.23,0,0.0
844,352820,빅히트,252500,-5500,-2.13,2951.0,85.56,6113.0,41.31,0,0.0
845,005180,빙그레,63800,1300,2.08,4644.0,13.74,57976.0,1.1,1450,2.27
846,072950,빛샘전자,7300,-80,-1.08,333.0,21.92,9323.0,0.78,100,1.37
847,143240,사람인에이치알,33800,350,1.05,2314.0,14.61,9543.0,3.54,580,1.72
848,003960,사조대림,19500,850,4.56,12182.0,1.6,34643.0,0.56,150,0.77
849,008040,사조동아원,1390,20,1.46,7.0,198.57,1394.0,1.0,0,0.0
850,007160,사조산업,52200,-1200,-2.25,,,79920.0,0.65,150,0.29
851,014710,사조씨푸드,7260,90,1.26,,,11862.0,0.61,0,0.0
852,006090,사조오양,12200,800,7.02,1402.0,8.7,17782.0,0.69,100,0.82
853,100090,삼강엠앤티,20700,-400,-1.9,,,4829.0,4.29,0,0.0
854,122350,삼기,4360,210,5.06,53.0,82.26,3682.0,1.18,0,0.0
855,014970,삼륭물산,8560,280,3.38,40.0,214.0,4755.0,1.8,75,0.88
856,018310,삼목에스폼,13650,-300,-2.15,1112.0,12.28,23287.0,0.59,100,0.73
857,053700,삼보모터스,7360,100,1.38,,,12158.0,0.61,0,0.0
858,009620,삼보산업,1220,-10,-0.81,,,655.0,1.86,0,0.0
859,023600,삼보판지,15350,50,0.33,1784.0,8.6,21975.0,0.7,125,0.81
860,111870,삼본전자,1225,30,2.51,,,1856.0,0.66,0,0.0
861,001470,삼부토건,2925,-30,-1.02,61.0,47.95,1531.0,1.91,0,0.0
862,006400,삼성SDI,655000,-8000,-1.21,5331.0,122.87,175114.0,3.74,1000,0.15
863,006405,삼성SDI우,457000,-2000,-0.44,,,,,1050,0.23
864,006660,삼성공조,9950,-150,-1.49,593.0,16.78,26712.0,0.37,60,0.6
865,028260,삼성물산,129500,500,0.39,6366.0,20.34,125948.0,1.03,2000,1.54
866,02826K,삼성물산우B,121500,-500,-0.41,,,,,2050,1.69
867,207940,삼성바이오로직스,782000,12000,1.56,3067.0,254.97,65812.0,11.88,0,0.0
868,032830,삼성생명,76000,-700,-0.91,5443.0,13.96,178335.0,0.43,2650,3.49
869,291230,삼성스팩2호,2180,0,0.0,,,,,0,0.0
870,018260,삼성에스디에스,186500,-1000,-0.53,9521.0,19.59,84595.0,2.2,2400,1.29
871,028050,삼성엔지니어링,13850,-100,-0.72,1493.0,9.28,6749.0,2.05,0,0.0
872,009150,삼성전기,191000,-1000,-0.52,6806.0,28.06,68106.0,2.8,1100,0.58
873,009155,삼성전기우,116000,0,0.0,,,,,1150,0.99
874,005930,삼성전자,83200,-400,-0.48,3166.0,26.28,37528.0,2.22,1416,1.7
875,005935,삼성전자우,75100,100,0.13,,,,,1417,1.89
876,001360,삼성제약,5830,-110,-1.85,118.0,49.41,2421.0,2.41,0,0.0
877,010140,삼성중공업,7620,100,1.33,,,8324.0,0.92,0,0.0
878,010145,삼성중공우,338500,5500,1.65,,,,,0,0.0
879,016360,삼성증권,41350,-450,-1.08,4388.0,9.42,55423.0,0.75,1700,4.11
880,068290,삼성출판사,50700,-2300,-4.34,487.0,104.11,9069.0,5.59,100,0.2
881,029780,삼성카드,34550,150,0.44,3225.0,10.71,59525.0,0.58,1600,4.63
882,000810,삼성화재,190500,500,0.26,15126.0,12.59,282791.0,0.67,8500,4.46
883,000815,삼성화재우,150000,500,0.33,,,,,8505,5.67
884,006110,삼아알미늄,9680,480,5.22,450.0,21.51,9893.0,0.98,110,1.14
885,009300,삼아제약,15450,-50,-0.32,1671.0,9.25,26397.0,0.59,300,1.94
886,145990,삼양사,56700,-200,-0.35,3375.0,16.8,104070.0,0.54,1000,1.76
887,145995,삼양사우,42500,550,1.31,,,,,1050,2.47
888,003230,삼양식품,90200,200,0.22,7906.0,11.41,37661.0,2.4,800,0.89
889,225190,삼양옵틱스,9920,30,0.3,1351.0,7.34,3893.0,2.55,1000,10.08
890,002170,삼양통상,76400,-300,-0.39,15112.0,5.06,109582.0,0.7,1000,1.31
891,272550,삼양패키징,25900,400,1.57,1998.0,12.96,20142.0,1.29,750,2.9
892,000070,삼양홀딩스,91300,-400,-0.44,3987.0,22.9,160079.0,0.57,2000,2.19
893,000075,삼양홀딩스우,63100,800,1.28,,,,,2050,3.25
894,002810,삼영무역,15600,-200,-1.27,1987.0,7.85,19563.0,0.8,350,2.24
895,054540,삼영엠텍,5400,-20,-0.37,273.0,19.78,5964.0,0.91,100,1.85
896,065570,삼영이엔씨,8800,460,5.52,,,8544.0,1.03,0,0.0
897,005680,삼영전자,12250,300,2.51,428.0,28.62,24220.0,0.51,250,2.04
898,003720,삼영화학,2920,-5,-0.17,,,1285.0,2.27,0,0.0
899,023000,삼원강재,3795,-5,-0.13,261.0,14.54,5249.0,0.72,115,3.03
900,004380,삼익THK,13200,-100,-0.75,158.0,83.54,8969.0,1.47,150,1.14
901,002450,삼익악기,1665,-5,-0.3,163.0,10.21,2478.0,0.67,50,3.0
902,032280,삼일,2445,-15,-0.61,213.0,11.48,4001.0,0.61,50,2.04
903,002290,삼일기업공사,5940,-40,-0.67,265.0,22.42,4744.0,1.25,100,1.68
904,004440,삼일씨엔에스,15900,-800,-4.79,211.0,75.36,21895.0,0.73,38,0.24
905,000520,삼일제약 (액),9930,-20,-0.2,65.0,152.77,4790.0,2.07,75,0.76
906,009770,삼정펄프,32600,900,2.84,1868.0,17.45,73851.0,0.44,0,0.0
907,037460,삼지전자,14200,500,3.65,892.0,15.92,12357.0,1.15,140,0.99
908,032750,삼진,12100,-100,-0.82,2019.0,5.99,12767.0,0.95,200,1.65
909,054090,삼진엘앤디,4000,170,4.44,24.0,166.67,3698.0,1.08,75,1.88
910,005500,삼진제약,25500,300,1.19,917.0,27.81,14207.0,1.79,800,3.14
911,000250,삼천당제약,55000,600,1.1,488.0,112.7,7142.0,7.7,50,0.09
912,004690,삼천리,79800,100,0.13,10614.0,7.52,316716.0,0.25,3000,3.76
913,024950,삼천리자전거,14150,-350,-2.41,,,5991.0,2.36,0,0.0
914,038500,삼표시멘트,5670,-140,-2.41,173.0,32.77,5916.0,0.96,50,0.88
915,017480,삼현철강,5560,-90,-1.59,424.0,13.11,9497.0,0.59,150,2.7
916,010960,삼호개발,5190,-150,-2.81,907.0,5.72,7624.0,0.68,190,3.66
917,046390,삼화네트웍스,4465,-110,-2.4,18.0,248.06,811.0,5.51,0,0.0
918,004450,삼화왕관,38900,-150,-0.38,4547.0,8.56,67349.0,0.58,1350,3.47
919,009470,삼화전기,30950,-750,-2.37,460.0,67.28,6665.0,4.64,100,0.32
920,011230,삼화전자,4235,-5,-0.12,,,1132.0,3.74,0,0.0
921,001820,삼화콘덴서,67000,-700,-1.03,2889.0,23.19,14698.0,4.56,250,0.37
922,000390,삼화페인트,14700,0,0.0,167.0,88.02,10625.0,1.38,125,0.85
923,027580,상보,1940,135,7.48,,,631.0,3.07,0,0.0
924,038540,상상인,6900,90,1.32,2282.0,3.02,9501.0,0.73,200,2.9
925,307870,상상인이안1호스팩,2150,15,0.7,,,,,0,0.0
926,329560,상상인이안제2호스팩,2070,0,0.0,,,,,0,0.0
927,101000,상상인인더스트리,1135,10,0.89,,,400.0,2.84,0,0.0
928,001290,상상인증권,1430,0,0.0,,,1587.0,0.9,0,0.0
929,041650,상신브레이크,4730,480,11.29,210.0,22.52,7924.0,0.6,100,2.11
930,091580,상신이디피,14200,450,3.27,380.0,37.37,4905.0,2.9,50,0.35
931,263810,상신전자,5220,100,1.95,176.0,29.66,2424.0,2.15,0,0.0
932,089980,상아프론테크,50800,-600,-1.17,842.0,60.33,9392.0,5.41,160,0.31
933,042940,상지카일룸,1645,50,3.13,,,1064.0,1.55,0,0.0
934,042600,새로닉스,13200,550,4.35,,,6449.0,2.05,40,0.3
935,075180,새론오토모티브,6040,40,0.67,,,11092.0,0.54,140,2.32
936,263540,샘코,2015,0,0.0,,,1101.0,1.83,0,0.0
937,007540,샘표,53900,100,0.19,5441.0,9.91,56153.0,0.96,200,0.37
938,248170,샘표식품,48600,-150,-0.31,5872.0,8.28,34375.0,1.41,200,0.41
939,294630,서남,3550,0,0.0,,,357.0,9.94,0,0.0
940,038070,서린바이오,14000,-200,-1.41,1107.0,12.65,7213.0,1.94,100,0.71
941,006730,서부T&D,8380,10,0.12,1.0,8380.0,11369.0,0.74,0,0.0
942,079650,서산,3055,5,0.16,,,3526.0,0.87,0,0.0
943,100660,서암기계공업,6230,80,1.3,173.0,36.01,4891.0,1.27,50,0.8
944,007860,서연,19450,-950,-4.66,,,17990.0,1.08,50,0.26
945,200880,서연이화,9580,-160,-1.64,,,22608.0,0.42,100,1.04
946,019770,서연탑메탈,12200,-700,-5.43,,,5618.0,2.17,60,0.49
947,017390,서울가스,92600,1700,1.87,7512.0,12.33,192791.0,0.48,1750,1.89
948,043710,서울리거,1035,0,0.0,,,1717.0,0.6,0,0.0
949,092190,서울바이오시스,16400,-200,-1.2,147.0,111.56,4404.0,3.72,38,0.23
950,046890,서울반도체,19000,100,0.53,601.0,31.61,11339.0,1.68,156,0.82
951,004410,서울식품,382,-3,-0.78,,,73.0,5.23,0,0.0
952,004415,서울식품우,5070,-100,-1.93,,,,,0,0.0
953,063170,서울옥션,16000,550,3.56,,,4052.0,3.95,0,0.0
954,027040,서울전자통신,915,5,0.55,59.0,15.51,1343.0,0.68,0,0.0
955,018680,서울제약,9020,230,2.62,28.0,322.14,5958.0,1.51,15,0.17
956,021050,서원,2375,-25,-1.04,67.0,35.45,2159.0,1.1,10,0.42
957,093920,서원인텍,8160,80,0.99,672.0,12.14,8637.0,0.94,300,3.68
958,189860,서전기전,4875,230,4.95,138.0,35.33,3894.0,1.25,30,0.62
959,178320,서진시스템,45300,350,0.78,2688.0,16.85,14558.0,3.11,300,0.66
960,122690,서진오토모티브,2805,-45,-1.58,,,4352.0,0.64,0,0.0
961,140070,서플러스글로벌,6120,200,3.38,44.0,139.09,3336.0,1.83,0,0.0
962,011370,서한,1800,25,1.41,98.0,18.37,2994.0,0.6,30,1.67
963,065710,서호전기,21500,200,0.94,2978.0,7.22,14529.0,1.48,1200,5.58
964,008490,서흥,51200,0,0.0,2853.0,17.95,25552.0,2.0,400,0.78
965,035890,서희건설,1965,75,3.97,331.0,5.94,1826.0,1.08,30,1.53
966,357550,석경에이티,21650,-50,-0.23,251.0,86.25,2271.0,9.53,0,0.0
967,003100,선광,31300,300,0.97,831.0,37.67,46250.0,0.68,350,1.12
968,123420,선데이토즈,23200,-100,-0.43,318.0,72.96,14294.0,1.62,0,0.0
969,007610,선도전기,3745,0,0.0,,,4797.0,0.78,25,0.67
970,171090,선익시스템,16000,-250,-1.54,829.0,19.3,10070.0,1.59,100,0.63
971,136490,선진,17300,900,5.49,899.0,19.24,13439.0,1.29,50,0.29
972,086710,선진뷰티사이언스,20450,-150,-0.73,1270.0,16.1,5932.0,3.45,30,0.15
973,002820,선창산업,5570,10,0.18,,,17354.0,0.32,0,0.0
974,014620,성광벤드,8880,330,3.86,221.0,40.18,15359.0,0.58,100,1.13
975,037350,성도이엔지,6420,-190,-2.87,,,8985.0,0.71,50,0.78
976,014910,성문전자,2280,-5,-0.22,,,1356.0,1.68,0,0.0
977,014915,성문전자우,8530,30,0.35,,,,,5,0.06
978,003080,성보화학,5060,-350,-6.47,,,7324.0,0.69,135,2.67
979,004980,성신양회,10550,-350,-3.21,700.0,15.07,15851.0,0.67,150,1.42
980,004985,성신양회우,14850,-600,-3.88,,,,,200,1.35
981,011300,성안,787,0,0.0,,,1131.0,0.7,0,0.0
982,081580,성우전자,3295,20,0.61,,,6595.0,0.5,0,0.0
983,045300,성우테크론,5640,10,0.18,492.0,11.46,5254.0,1.07,40,0.71
984,015750,성우하이텍,6440,0,0.0,492.0,13.09,13553.0,0.48,80,1.24
985,000180,성창기업지주,2580,30,1.18,,,7529.0,0.34,0,0.0
986,080470,성창오토텍,9980,240,2.46,,,5186.0,1.92,30,0.3
987,043260,성호전자,1940,5,0.26,,,1156.0,1.68,0,0.0
988,148150,세경하이테크,20200,100,0.5,1991.0,10.15,11869.0,1.7,250,1.24
989,002420,세기상사,61600,0,0.0,,,55045.0,1.12,0,0.0
990,053060,세동,2230,-120,-5.11,,,1770.0,1.26,0,0.0
991,017510,세명전기,4615,-10,-0.22,224.0,20.6,4681.0,0.99,80,1.73
992,214310,세미콘라이트,1260,0,0.0,,,1565.0,0.81,0,0.0
993,004360,세방,13000,150,1.17,240.0,54.17,35497.0,0.37,175,1.35
994,004365,세방우,7290,-10,-0.14,,,,,180,2.47
995,004490,세방전지,77800,400,0.52,5701.0,13.65,75298.0,1.03,500,0.64
996,011560,세보엠이씨,7220,210,3.0,,,14252.0,0.51,150,2.08
997,001430,세아베스틸,19800,150,0.76,483.0,40.99,51512.0,0.38,300,1.52
998,306200,세아제강,92400,-1300,-1.39,8768.0,10.54,201388.0,0.46,2000,2.16
999,003030,세아제강지주,58300,500,0.87,,,232984.0,0.25,1500,2.57
1000,019440,세아특수강,14550,-100,-0.68,1304.0,11.16,37014.0,0.39,900,6.19
1001,058650,세아홀딩스,88900,2200,2.54,7707.0,11.53,491403.0,0.18,2250,2.53
1002,013000,세우글로벌,2470,0,0.0,3.0,823.33,1387.0,1.78,0,0.0
1003,100700,세운메디칼,4910,25,0.51,219.0,22.42,2174.0,2.26,50,1.02
1004,234100,세원,5790,-100,-1.7,69.0,83.91,1619.0,3.58,0,0.0
