,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1661,017250,인터엠,1705,45,2.71,,,3079.0,0.55,100,5.87
1662,129260,인터지스,4720,100,2.16,,,5900.0,0.8,0,0.0
1663,035080,인터파크,4280,-65,-1.5,,,5001.0,0.86,70,1.64
1664,051370,인터플렉스,12800,-100,-0.78,,,9337.0,1.37,0,0.0
1665,064290,인텍플러스,27450,0,0.0,448.0,61.27,1733.0,15.84,0,0.0
1666,189300,인텔리안테크,69000,-1500,-2.13,1119.0,61.66,11271.0,6.12,100,0.14
1667,150840,인트로메딕,2650,75,2.91,,,598.0,4.43,0,0.0
1668,048530,인트론바이오,26550,1500,5.99,,,2032.0,13.07,0,0.0
1669,023810,인팩,8190,-540,-6.19,,,9376.0,0.87,120,1.47
1670,175140,인포마크,6380,120,1.92,,,3150.0,2.03,0,0.0
1671,115310,인포바인,21700,0,0.0,4134.0,5.25,26580.0,0.82,900,4.15
1672,039290,인포뱅크,13000,-300,-2.26,99.0,131.31,6029.0,2.16,10,0.08
1673,071200,인피니트헬스케어,7660,160,2.13,297.0,25.79,3469.0,2.21,0,0.0
1674,101930,인화정공,9280,-180,-1.9,,,14229.0,0.65,0,0.0
1675,249420,일동제약,16100,350,2.22,,,10643.0,1.51,0,0.0
1676,000230,일동홀딩스,14700,150,1.03,,,11931.0,1.23,100,0.68
1677,013360,일성건설,2600,405,18.45,30.0,86.67,1688.0,1.54,15,0.58
1678,003120,일성신약,85200,1800,2.16,4859.0,17.53,129883.0,0.66,750,0.88
1679,068330,일신바이오,5170,210,4.23,109.0,47.43,908.0,5.69,7,0.14
1680,003200,일신방직,100000,2500,2.56,3084.0,32.43,293218.0,0.34,1500,1.5
1681,007110,일신석재,2010,30,1.52,12.0,167.5,671.0,3.0,0,0.0
1682,058450,일야,685,0,0.0,,,607.0,1.13,0,0.0
1683,007570,일양약품,34850,550,1.6,548.0,63.59,10081.0,3.46,120,0.34
1684,007575,일양약품우,32850,500,1.55,,,,,145,0.44
1685,008500,일정실업,17200,200,1.18,,,24611.0,0.7,0,0.0
1686,019540,일지테크,4100,210,5.4,,,8805.0,0.47,0,0.0
1687,081000,일진다이아,42600,-750,-1.73,914.0,46.61,12656.0,3.37,300,0.7
1688,020760,일진디스플,4545,-25,-0.55,,,1665.0,2.73,0,0.0
1689,020150,일진머티리얼즈,77000,-600,-0.77,1016.0,75.79,12390.0,6.21,50,0.06
1690,103590,일진전기,3975,-25,-0.63,97.0,40.98,8191.0,0.49,0,0.0
1691,094820,일진파워,6180,50,0.82,800.0,7.73,6367.0,0.97,300,4.85
1692,015860,일진홀딩스,5310,0,0.0,274.0,19.38,5815.0,0.91,100,1.88
1693,226320,잇츠한불,25950,-400,-1.52,,,18789.0,1.38,100,0.39
1694,049550,잉크테크,9170,120,1.33,,,2246.0,4.08,0,0.0
1695,254120,자비스,2200,0,0.0,,,806.0,2.73,0,0.0
1696,221610,자안,337,-3,-0.88,6.0,56.17,208.0,1.62,0,0.0
1697,043910,자연과환경,1580,-20,-1.25,,,835.0,1.89,0,0.0
1698,234920,자이글,3965,45,1.15,,,3818.0,1.04,0,0.0
1699,289220,자이언트스텝,54700,-1500,-2.67,,,955.0,57.28,0,0.0
1700,317400,자이에스앤디,11350,50,0.44,631.0,17.99,5048.0,2.25,100,0.88
1701,033240,자화전자,19750,0,0.0,,,15564.0,1.27,0,0.0
1702,174880,장원테크,900,0,0.0,,,2073.0,0.43,0,0.0
1703,049630,재영솔루텍,965,6,0.63,82.0,11.77,744.0,1.3,0,0.0
1704,000950,전방,43500,1100,2.59,,,50283.0,0.87,0,0.0
1705,110020,전진바이오팜,11000,0,0.0,,,557.0,19.75,0,0.0
1706,065530,전파기지국,4675,5,0.11,45.0,103.89,1322.0,3.54,50,1.07
1707,208140,정다운,4050,205,5.33,37.0,109.46,2108.0,1.92,0,0.0
1708,022220,정산애강,2245,-10,-0.44,222.0,10.11,1603.0,1.4,0,0.0
1709,040420,정상제이엘에스,6570,0,0.0,514.0,12.78,4080.0,1.61,430,6.54
1710,045510,정원엔시스,2070,10,0.49,25.0,82.8,1200.0,1.73,0,0.0
1711,065620,제낙스,15950,0,0.0,,,330.0,48.33,0,0.0
1712,217190,제너셈,5650,150,2.73,368.0,15.35,2381.0,2.37,50,0.88
1713,095700,제넥신,99100,1400,1.43,,,12496.0,7.93,0,0.0
1714,072520,제넨바이오,1825,170,10.27,,,215.0,8.49,0,0.0
1715,122310,제노레이,10300,100,0.98,996.0,10.34,4096.0,2.51,400,3.88
1716,361390,제노코,57800,3000,5.47,1579.0,36.61,904.0,63.94,0,0.0
1717,187420,제노포커스,8650,650,8.13,,,2358.0,3.67,0,0.0
1718,225220,제놀루션,17850,2200,14.06,,,341.0,52.35,0,0.0
1719,123330,제닉,5960,-30,-0.5,,,3877.0,1.54,0,0.0
1720,159580,제로투세븐,12100,-250,-2.02,473.0,25.58,3635.0,3.33,0,0.0
1721,147830,제룡산업,7990,-170,-2.08,255.0,31.33,5685.0,1.41,100,1.25
1722,033100,제룡전기,6640,-80,-1.19,348.0,19.08,3490.0,1.9,50,0.75
1723,079370,제우스,28750,-300,-1.03,1359.0,21.16,21560.0,1.33,200,0.7
1724,054950,제이브이엠,18650,0,0.0,520.0,35.87,10229.0,1.82,400,2.14
1725,090470,제이스텍,7790,50,0.65,108.0,72.13,8904.0,0.87,50,0.64
1726,287410,제이시스메디칼,4970,265,5.63,,,,,0,0.0
1727,137950,제이씨케미칼,6680,0,0.0,548.0,12.19,4222.0,1.58,60,0.9
1728,033320,제이씨현시스템,8870,-50,-0.56,37.0,239.73,4463.0,1.99,0,0.0
1729,204270,제이앤티씨,10450,460,4.6,1691.0,6.18,5638.0,1.85,0,0.0
1730,194370,제이에스코퍼레이션,18950,-100,-0.52,646.0,29.33,11755.0,1.61,500,2.64
1731,026040,제이에스티나,2495,-85,-3.29,,,2745.0,0.91,0,0.0
1732,126880,제이엔케이히터,7350,-70,-0.94,357.0,20.59,4014.0,1.83,0,0.0
1733,322510,제이엘케이,8840,40,0.45,,,2432.0,3.63,0,0.0
1734,033050,제이엠아이,1285,5,0.39,,,1090.0,1.18,0,0.0
1735,094970,제이엠티,3875,25,0.65,57.0,67.98,3300.0,1.17,50,1.29
1736,058420,제이웨이,2160,0,0.0,,,4054.0,0.53,0,0.0
1737,025620,제이준코스메틱,1700,0,0.0,,,1906.0,0.89,0,0.0
1738,036420,제이콘텐트리,49550,750,1.54,79.0,627.22,22129.0,2.24,0,0.0
1739,089790,제이티,8440,10,0.12,380.0,22.21,2588.0,3.26,0,0.0
1740,030000,제일기획,21700,-50,-0.23,1363.0,15.92,8229.0,2.64,820,3.78
1741,052670,제일바이오,3700,10,0.27,78.0,47.44,1087.0,3.4,0,0.0
1742,271980,제일약품,41950,1400,3.45,,,11564.0,3.63,70,0.17
1743,001560,제일연마,8000,-10,-0.12,853.0,9.38,8396.0,0.95,220,2.75
1744,199820,제일전기공업,23200,550,2.43,1472.0,15.76,6617.0,3.51,125,0.54
1745,023440,제일제강,3810,100,2.7,,,2070.0,1.84,0,0.0
1746,038010,제일테크노스,9500,-60,-0.63,492.0,19.31,8454.0,1.12,90,0.95
1747,002620,제일파마홀딩스,19800,400,2.06,,,24634.0,0.8,70,0.35
1748,080220,제주반도체,6910,530,8.31,,,2430.0,2.84,0,0.0
1749,006220,제주은행,7200,10,0.14,796.0,9.05,15491.0,0.46,100,1.39
1750,089590,제주항공,21750,-800,-3.55,,,11248.0,1.93,0,0.0
1751,216080,제테마,25200,1250,5.22,,,2019.0,12.48,0,0.0
1752,229000,젠큐릭스,19900,200,1.02,,,29.0,686.21,0,0.0
1753,082270,젬백스,24100,-100,-0.41,,,2467.0,9.77,0,0.0
1754,064800,젬백스링크,1635,80,5.14,54.0,30.28,1839.0,0.89,10,0.61
1755,041590,젬백스지오,928,4,0.43,,,1169.0,0.79,0,0.0
1756,044060,조광ILI,9210,30,0.33,359.0,25.65,5739.0,1.6,0,0.0
1757,004910,조광페인트,7960,-340,-4.1,,,13495.0,0.59,200,2.51
1758,004700,조광피혁,55700,0,0.0,4076.0,13.67,41361.0,1.35,0,0.0
1759,001550,조비,21250,200,0.95,,,9237.0,2.3,0,0.0
1760,000480,조선내화,85600,1100,1.3,7493.0,11.42,147942.0,0.58,4000,4.67
1761,120030,조선선재,134500,1500,1.13,11834.0,11.37,87844.0,1.53,1500,1.12
1762,034940,조아제약,4360,40,0.93,,,1874.0,2.33,0,0.0
1763,101730,조이맥스,6420,470,7.9,,,798.0,8.05,0,0.0
1764,067000,조이시티,9370,-50,-0.53,,,758.0,12.36,0,0.0
1765,018470,조일알미늄,698,-4,-0.57,,,1617.0,0.43,0,0.0
1766,002600,조흥,182500,-5000,-2.67,13076.0,13.96,215770.0,0.85,6000,3.29
1767,185750,종근당,143500,0,0.0,4751.0,30.2,41506.0,3.46,900,0.63
1768,063160,종근당바이오,56600,0,0.0,2280.0,24.82,28890.0,1.96,200,0.35
1769,001630,종근당홀딩스,107500,2000,1.9,8988.0,11.96,93600.0,1.15,1300,1.21
1770,033340,좋은사람들,1055,0,0.0,,,2156.0,0.49,0,0.0
1771,036930,주성엔지니어링,11850,450,3.95,534.0,22.19,5033.0,2.35,70,0.59
1772,044380,주연테크,1215,90,8.0,,,731.0,1.66,0,0.0
1773,239340,줌인터넷,5710,40,0.71,,,980.0,5.83,0,0.0
1774,072020,중앙백신,18850,-450,-2.33,186.0,101.34,8671.0,2.17,50,0.27
1775,000440,중앙에너비스,10400,400,4.0,132.0,78.79,7246.0,1.44,160,1.54
1776,228760,지노믹트리,13950,450,3.33,,,5450.0,2.56,0,0.0
1777,314130,지놈앤컴퍼니,54400,-200,-0.37,,,,,0,0.0
1778,013890,지누스,82200,-800,-0.96,5473.0,15.02,24027.0,3.42,1250,1.52
1779,043610,지니뮤직,7160,110,1.56,126.0,56.83,2627.0,2.73,0,0.0
1780,263860,지니언스,8020,250,3.22,343.0,23.38,3585.0,2.24,0,0.0
1781,303030,지니틱스,4175,165,4.11,15.0,278.33,844.0,4.95,0,0.0
1782,036180,지더블유바이텍,1205,0,0.0,,,1342.0,0.9,0,0.0
1783,208350,지란지교시큐리티,7500,70,0.94,318.0,23.58,5177.0,1.45,0,0.0
1784,114570,지스마트글로벌,620,0,0.0,,,4180.0,0.15,0,0.0
1785,051160,지어소프트,23000,-950,-3.97,,,572.0,40.21,0,0.0
1786,053050,지에스이,1770,40,2.31,155.0,11.42,2305.0,0.77,40,2.26
1787,119850,지엔씨에너지,5820,60,1.04,422.0,13.79,4944.0,1.18,50,0.86
1788,270520,지엔원에너지,4185,180,4.49,14.0,298.93,1869.0,2.24,0,0.0
1789,065060,지엔코,960,-1,-0.1,,,932.0,1.03,0,0.0
1790,204840,지엘팜텍,1675,225,15.52,,,62.0,27.02,0,0.0
1791,013870,지엠비코리아,7930,140,1.8,143.0,55.45,11858.0,0.67,30,0.38
1792,071320,지역난방공사,39250,-50,-0.13,,,132086.0,0.3,0,0.0
1793,111820,지와이커머스,2470,0,0.0,,,18.0,137.22,0,0.0
1794,010580,지코,306,0,0.0,,,314.0,0.97,0,0.0
1795,035000,지투알,6160,140,2.33,941.0,6.55,8625.0,0.71,300,4.87
1796,115450,지트리비앤티,12400,250,2.06,,,2556.0,4.85,0,0.0
1797,219750,지티지웰니스,6160,90,1.48,,,1181.0,5.22,0,0.0
1798,088790,진도,5880,-310,-5.01,,,8030.0,0.73,100,1.7
1799,018120,진로발효,31800,200,0.63,1961.0,16.22,11835.0,2.69,1350,4.25
1800,109820,진매트릭스,16900,2350,16.15,,,826.0,20.46,0,0.0
1801,086060,진바이오텍,6570,-10,-0.15,98.0,67.04,5450.0,1.21,30,0.46
1802,036890,진성티이씨,16100,50,0.31,1102.0,14.61,6213.0,2.59,200,1.24
1803,003780,진양산업,5890,-190,-3.13,525.0,11.22,3159.0,1.86,200,3.4
1804,007370,진양제약,6300,60,0.96,147.0,42.86,3639.0,1.73,100,1.59
1805,010640,진양폴리,3640,-100,-2.67,755.0,4.82,2658.0,1.37,100,2.75
1806,100250,진양홀딩스,2850,-35,-1.21,276.0,10.33,5507.0,0.52,170,5.96
1807,051630,진양화학,4625,-175,-3.65,,,2221.0,2.08,0,0.0
1808,272450,진에어,17950,-950,-5.03,,,5750.0,3.12,0,0.0
1809,011000,진원생명과학,14350,750,5.51,,,898.0,15.98,0,0.0
1810,002780,진흥기업,2925,-70,-2.34,140.0,20.89,664.0,4.41,0,0.0
1811,002787,진흥기업2우B,13000,250,1.96,,,,,0,0.0
1812,002785,진흥기업우B,6260,60,0.97,,,,,0,0.0
1813,085660,차바이오텍,20000,700,3.63,884.0,22.62,7187.0,2.78,0,0.0
1814,009310,참엔지니어링,1580,10,0.64,,,1002.0,1.58,0,0.0
1815,094850,참좋은여행,10200,-250,-2.39,1714.0,5.95,6907.0,1.48,170,1.67
1816,004650,창해에탄올,14100,100,0.71,2729.0,5.17,13530.0,1.04,600,4.26
1817,311690,천랩,34200,300,0.88,,,8101.0,4.22,0,0.0
1818,278280,천보,173000,4200,2.49,2348.0,73.68,21034.0,8.22,300,0.17
1819,000650,천일고속,68700,700,1.03,506.0,135.77,35686.0,1.93,5000,7.28
1820,096240,청담러닝,25400,50,0.2,1176.0,21.6,8569.0,2.96,1000,3.94
1821,013720,청보산업,13550,-850,-5.9,38.0,356.58,2688.0,5.04,0,0.0
1822,066360,체리부로,2270,65,2.95,,,3225.0,0.7,0,0.0
1823,033250,체시스,1645,20,1.23,,,954.0,1.72,0,0.0
1824,047820,초록뱀미디어,2590,115,4.65,99.0,26.16,874.0,2.96,0,0.0
1825,094360,칩스앤미디어,16700,500,3.09,469.0,35.61,3331.0,5.01,152,0.91
1826,016920,카스,2970,190,6.83,140.0,21.21,1893.0,1.57,10,0.34
1827,284620,카이노스메드,3920,0,0.0,,,,,0,0.0
1828,035720,카카오,558000,0,0.0,,,60603.0,9.21,127,0.02
1829,293490,카카오게임즈,54800,700,1.29,197.0,278.17,7443.0,7.36,0,0.0
1830,042000,카페24,34950,350,1.01,356.0,98.17,6203.0,5.63,0,0.0
1831,006380,카프로,3755,-35,-0.92,,,4613.0,0.81,0,0.0
1832,317530,캐리소프트,7800,-40,-0.51,,,2625.0,2.97,0,0.0
1833,071850,캐스텍코리아,3615,10,0.28,,,7346.0,0.49,0,0.0
1834,180400,캔서롭,7740,0,0.0,,,1066.0,7.26,0,0.0
1835,050110,캠시스,2685,70,2.68,31.0,86.61,1566.0,1.71,0,0.0
1836,109070,컨버즈,4100,0,0.0,,,1010.0,4.06,0,0.0
1837,078340,컴투스,177600,4000,2.3,9160.0,19.39,71478.0,2.48,1400,0.79
1838,307930,컴퍼니케이,13050,-100,-0.76,604.0,21.61,3280.0,3.98,160,1.23
1839,263700,케어랩스,10350,250,2.48,47.0,220.21,4905.0,2.11,0,0.0
1840,214370,케어젠,67100,400,0.6,2814.0,23.85,20200.0,3.32,2800,4.17
1841,221980,케이디켐,19700,3800,23.9,1917.0,10.28,19151.0,1.03,500,2.54
1842,043290,케이맥,4215,215,5.38,,,1236.0,3.41,0,0.0
1843,317030,케이비17호스팩,2085,0,0.0,,,,,0,0.0
1844,001620,케이비아이동국실업,866,6,0.7,,,2665.0,0.32,0,0.0
1845,323940,케이비제18호스팩,2075,-5,-0.24,,,,,0,0.0
1846,330990,케이비제19호스팩,2100,0,0.0,,,,,0,0.0
1847,342550,케이비제20호스팩,2065,0,0.0,,,,,0,0.0
1848,192250,케이사인,2135,45,2.15,56.0,38.13,841.0,2.54,0,0.0
1849,029460,케이씨,28650,-150,-0.52,4054.0,7.07,33184.0,0.86,250,0.87
1850,344820,케이씨씨글라스,52800,200,0.38,,,,,0,0.0
1851,115500,케이씨에스,8340,-330,-3.81,236.0,35.34,1724.0,4.84,220,2.64
1852,281820,케이씨텍,31350,100,0.32,1859.0,16.86,14541.0,2.16,200,0.64
1853,089150,케이씨티,8250,-430,-4.95,50.0,165.0,2151.0,3.84,60,0.73
1854,025880,케이씨피드,4700,-260,-5.24,,,3124.0,1.5,15,0.32
1855,093320,케이아이엔엑스,74700,-800,-1.06,3291.0,22.7,16719.0,4.47,500,0.67
1856,073010,케이에스피,2030,65,3.31,46.0,44.13,629.0,3.23,0,0.0
1857,105330,케이엔더블유,6940,-80,-1.14,,,4847.0,1.43,0,0.0
1858,272110,케이엔제이,12950,0,0.0,863.0,15.01,4267.0,3.03,0,0.0
1859,039420,케이엘넷,3705,55,1.51,166.0,22.32,1501.0,2.47,60,1.62
1860,083550,케이엠,11750,150,1.29,666.0,17.64,7816.0,1.5,50,0.43
1861,032500,케이엠더블유,60500,-500,-0.82,2654.0,22.8,5444.0,11.11,0,0.0
1862,225430,케이엠제약,2770,100,3.75,,,1077.0,2.57,0,0.0
1863,064820,케이프,5190,-20,-0.38,260.0,19.96,5801.0,0.89,0,0.0
1864,347140,케이프이에스제4호,2080,0,0.0,,,,,0,0.0
1865,256940,케이피에스,14850,150,1.02,,,2357.0,6.3,0,0.0
1866,024880,케이피에프,4580,80,1.78,480.0,9.54,9274.0,0.49,160,3.49
1867,042040,케이피엠테크,3120,180,6.12,,,1132.0,2.76,0,0.0
1868,054410,케이피티유,14250,650,4.78,,,6500.0,2.19,0,0.0
1869,274090,켄코아에어로스페이스,13450,-200,-1.47,,,3679.0,3.66,0,0.0
1870,217600,켐온,3460,200,6.13,32.0,108.13,581.0,5.96,0,0.0
1871,089010,켐트로닉스,27650,50,0.18,1235.0,22.39,6618.0,4.18,300,1.08
1872,220260,켐트로스,6400,-30,-0.47,11.0,581.82,1692.0,3.78,0,0.0
1873,052400,코나아이,38900,50,0.13,,,5557.0,7.0,0,0.0
1874,033110,코너스톤네트웍스,204,0,0.0,,,288.0,0.71,0,0.0
1875,046070,코다코,1445,145,11.15,,,752.0,1.92,0,0.0
1876,047770,코데즈컴바인,2640,10,0.38,181.0,14.59,1099.0,2.4,0,0.0
1877,078940,코드네이처,2125,35,1.67,,,695.0,3.06,0,0.0
1878,080530,코디,2130,10,0.47,,,1852.0,1.15,0,0.0
1879,224060,코디엠,240,-3,-1.23,41.0,5.85,448.0,0.54,0,0.0
1880,078650,코렌,1175,105,9.81,,,1030.0,1.14,0,0.0
1881,104540,코렌텍,19100,-600,-3.05,246.0,77.64,2671.0,7.15,0,0.0
1882,027050,코리아나,4710,-20,-0.42,19.0,247.89,1953.0,2.41,0,0.0
1883,290510,코리아센터,8660,-80,-0.92,101.0,85.74,2528.0,3.43,0,0.0
1884,007815,코리아써우,6040,30,0.5,,,,,0,0.0
1885,007810,코리아써키트,12650,100,0.8,25.0,506.0,12169.0,1.04,0,0.0
1886,00781K,코리아써키트2우B,6700,120,1.82,,,,,0,0.0
1887,190650,코리아에셋투자증권,10400,-300,-2.8,1207.0,8.62,10902.0,0.95,300,2.88
1888,101670,코리아에스이,1370,0,0.0,,,1600.0,0.86,0,0.0
1889,123410,코리아에프티,3385,15,0.45,206.0,16.43,4293.0,0.79,60,1.77
1890,003690,코리안리,8600,140,1.65,1550.0,5.55,20404.0,0.42,500,5.81
1891,036690,코맥스,6640,140,2.15,255.0,26.04,4539.0,1.46,50,0.75
1892,049430,코메론,10700,-100,-0.93,1660.0,6.45,15526.0,0.69,200,1.87
1893,183300,코미코,67400,200,0.3,2515.0,26.8,13185.0,5.11,400,0.59
1894,041960,코미팜,10850,150,1.4,,,1146.0,9.47,0,0.0
1895,089890,코세스,9230,30,0.33,383.0,24.1,1608.0,5.74,0,0.0
1896,009730,코센,905,0,0.0,,,230.0,3.93,0,0.0
1897,082660,코스나인,1510,-5,-0.33,,,629.0,2.4,0,0.0
1898,192820,코스맥스,119000,-2500,-2.06,3168.0,37.56,34178.0,3.48,900,0.76
1899,044820,코스맥스비티아이,16250,0,0.0,42.0,386.9,30613.0,0.53,250,1.54
1900,222040,코스맥스엔비티,8170,130,1.62,,,3413.0,2.39,0,0.0
1901,241710,코스메카코리아,16750,50,0.3,456.0,36.73,11958.0,1.4,0,0.0
1902,005070,코스모신소재,20550,100,0.49,,,5026.0,4.09,0,0.0
1903,005420,코스모화학,11400,300,2.7,,,5351.0,2.13,0,0.0
1904,069110,코스온,2630,0,0.0,,,4765.0,0.55,0,0.0
1905,071950,코아스,1240,10,0.81,70.0,17.71,811.0,1.53,0,0.0
1906,166480,코아스템,17650,850,5.06,,,3671.0,4.81,0,0.0
1907,045970,코아시아,11900,-250,-2.06,303.0,39.27,4597.0,2.59,60,0.5
1908,196450,코아시아옵틱스,2055,0,0.0,230.0,8.93,2780.0,0.74,0,0.0
1909,029960,코엔텍,9140,10,0.11,485.0,18.85,3056.0,2.99,540,5.91
1910,002020,코오롱,33950,-1550,-4.37,,,43841.0,0.77,500,1.47
1911,003070,코오롱글로벌,21750,-500,-2.25,1922.0,11.32,18259.0,1.19,350,1.61
1912,003075,코오롱글로벌우,29600,250,0.85,,,,,400,1.35
1913,144620,코오롱머티리얼,3160,-20,-0.63,,,1028.0,3.07,0,0.0
1914,102940,코오롱생명과학,24750,-200,-0.8,,,8852.0,2.8,0,0.0
1915,002025,코오롱우,27600,2550,10.18,,,,,550,1.99
1916,120110,코오롱인더,64600,600,0.94,1087.0,59.43,67767.0,0.95,900,1.39
1917,120115,코오롱인더우,32400,3250,11.15,,,,,950,2.93
1918,138490,코오롱플라스틱,6550,80,1.24,143.0,45.8,5200.0,1.26,70,1.07
1919,021240,코웨이,68000,900,1.34,4611.0,14.75,14611.0,4.65,2400,3.53
1920,033290,코웰패션,6460,60,0.94,584.0,11.06,2695.0,2.4,100,1.55
1921,056360,코위버,9240,10,0.11,2208.0,4.18,12111.0,0.76,200,2.16
1922,282880,코윈테크,24800,100,0.4,2118.0,11.71,10940.0,2.27,470,1.9
1923,121850,코이즈,5730,-220,-3.7,,,1245.0,4.6,0,0.0
1924,015710,코콤,7300,-130,-1.75,495.0,14.75,6725.0,1.09,160,2.19
1925,052330,코텍,10350,-50,-0.48,2069.0,5.0,20412.0,0.51,400,3.86
1926,322780,코퍼스코리아,3210,-75,-2.28,,,,,0,0.0
1927,126600,코프라,6180,50,0.82,424.0,14.58,5167.0,1.2,70,1.13
1928,200130,콜마비앤에이치,53600,-600,-1.11,1844.0,29.07,8544.0,6.27,250,0.47
1929,031820,콤텍시스템,1575,-20,-1.25,20.0,78.75,1398.0,1.13,0,0.0
1930,192400,쿠쿠홀딩스,131500,-500,-0.38,12779.0,10.29,94719.0,1.39,3000,2.28
1931,284740,쿠쿠홈시스,41950,50,0.12,2892.0,14.51,19326.0,2.17,560,1.33
1932,317690,퀀타매트릭스,17600,400,2.33,,,2372.0,7.42,0,0.0
1933,060280,큐렉소,10550,0,0.0,,,1318.0,8.0,0,0.0
1934,015590,큐로,654,-6,-0.91,17.0,38.47,451.0,1.45,0,0.0
1935,040350,큐로컴,1320,-35,-2.58,,,430.0,3.07,0,0.0
1936,051780,큐로홀딩스,540,-6,-1.1,,,276.0,1.96,0,0.0
1937,115180,큐리언트,30750,-250,-0.81,,,1786.0,17.22,0,0.0
1938,043090,큐브앤컴퍼니,2060,-10,-0.48,,,731.0,2.82,0,0.0
1939,182360,큐브엔터,3995,175,4.58,37.0,107.97,663.0,6.03,0,0.0
1940,066310,큐에스아이,16700,350,2.14,137.0,121.9,6583.0,2.54,50,0.3
1941,016600,큐캐피탈,720,16,2.27,37.0,19.46,798.0,0.9,0,0.0
1942,264900,크라운제과,14850,-750,-4.81,1425.0,10.42,10682.0,1.39,250,1.68
1943,26490K,크라운제과우,16350,-450,-2.68,,,,,252,1.54
1944,005740,크라운해태홀딩스,10950,-250,-2.23,,,17087.0,0.64,100,0.91
1945,005745,크라운해태홀딩스우,16600,200,1.22,,,,,105,0.63
1946,043590,크로바하이텍,2485,0,0.0,,,1147.0,2.17,0,0.0
1947,114120,크루셜텍,1330,25,1.92,,,3562.0,0.37,0,0.0
1948,110790,크리스에프앤씨,30900,1300,4.39,2140.0,14.44,18523.0,1.67,400,1.29
1949,083790,크리스탈지노믹스,9310,40,0.43,,,2359.0,3.95,0,0.0
1950,045520,크린앤사이언스,26400,-200,-0.75,1314.0,20.09,6496.0,4.06,300,1.14
1951,036170,클라우드에어,1425,5,0.35,,,2258.0,0.63,0,0.0
1952,214150,클래시스,14150,-50,-0.35,534.0,26.5,1366.0,10.36,46,0.33
1953,352770,클리노믹스,13800,900,6.98,,,452.0,30.53,0,0.0
1954,237880,클리오,21500,550,2.63,177.0,121.47,8563.0,2.51,220,1.02
1955,139670,키네마스터,61100,4300,7.57,5.0,12220.0,927.0,65.91,0,0.0
1956,020120,키다리스튜디오,13950,800,6.08,139.0,100.36,1213.0,11.5,0,0.0
1957,311270,키움제5호스팩,2165,10,0.46,,,,,0,0.0
1958,039490,키움증권,137000,1000,0.74,14017.0,9.77,87976.0,1.56,2000,1.46
1959,012170,키위미디어그룹,1105,0,0.0,,,,,0,0.0
1960,054780,키이스트,17250,600,3.6,,,2555.0,6.75,0,0.0
1961,219130,타이거일렉,13150,-200,-1.5,255.0,51.57,6915.0,1.9,0,0.0
1962,065130,탑엔지니어링,9450,170,1.83,2469.0,3.83,13291.0,0.71,100,1.06
1963,014580,태경비케이,4695,30,0.64,148.0,31.72,4846.0,0.97,100,2.13
1964,015890,태경산업,7500,20,0.27,1023.0,7.33,8089.0,0.93,370,4.93
1965,006890,태경케미컬,13600,-100,-0.73,858.0,15.85,10215.0,1.33,150,1.1
1966,023160,태광,9610,230,2.45,418.0,22.99,16280.0,0.59,100,1.04
1967,003240,태광산업,1015000,11000,1.1,161659.0,6.28,2855185.0,0.36,1550,0.15
1968,011280,태림포장,5280,-80,-1.49,270.0,19.56,4325.0,1.22,290,5.49
1969,053620,태양,11600,0,0.0,925.0,12.54,18435.0,0.63,150,1.29
1970,004100,태양금속,1620,15,0.93,,,1773.0,0.91,5,0.31
1971,004105,태양금속우,3040,-50,-1.62,,,,,10,0.33
1972,009410,태영건설,12300,-100,-0.81,1326.0,9.28,14630.0,0.84,150,1.22
1973,009415,태영건설우,15600,100,0.65,,,,,155,0.99
1974,044490,태웅,12500,0,0.0,,,28401.0,0.44,0,0.0
1975,124560,태웅로직스,7040,160,2.33,664.0,10.6,2337.0,3.01,50,0.71
1976,001420,태원물산,4510,15,0.33,73.0,61.78,4237.0,1.06,85,1.88
1977,007980,태평양물산,2560,140,5.79,241.0,10.62,3458.0,0.74,30,1.17
1978,191420,테고사이언스,26200,-50,-0.19,106.0,247.17,5914.0,4.43,0,0.0
1979,073640,테라사이언스,2310,-20,-0.86,,,479.0,4.82,0,0.0
1980,182690,테라셈,1440,0,0.0,,,548.0,2.63,0,0.0
1981,066700,테라젠이텍스,8820,80,0.92,1432.0,6.16,4378.0,2.01,0,0.0
1982,095610,테스,35250,1100,3.22,508.0,69.39,10872.0,3.24,300,0.85
1983,131970,테스나,49800,200,0.4,1363.0,36.54,10259.0,4.85,200,0.4
1984,055490,테이팩스,54900,200,0.37,1617.0,33.95,21349.0,2.57,0,0.0
1985,089030,테크윙,22900,200,0.88,584.0,39.21,9076.0,2.52,230,1.0
1986,054450,텔레칩스,15950,-100,-0.62,663.0,24.06,7624.0,2.09,120,0.75
1987,091440,텔레필드,4200,190,4.74,572.0,7.34,2971.0,1.41,0,0.0
1988,078000,텔코웨어,11800,150,1.29,761.0,15.51,11450.0,1.03,550,4.66
1989,200230,텔콘RF제약,5180,110,2.17,,,1337.0,3.87,0,0.0
1990,214420,토니모리,7840,20,0.26,,,5600.0,1.4,0,0.0
1991,215480,토박스코리아,1450,25,1.75,4.0,362.5,555.0,2.61,0,0.0
1992,051360,토비스,7810,-70,-0.89,1420.0,5.5,11606.0,0.67,240,3.07
